Customer_ID,Age,Gender,Marital_Status,Annual_Income,Region,Customer_Risk_Score,Policy_ID,Policy_Type,Coverage_Amount,Premium_Amount,Payment_Frequency,Policy_Start_Date,Policy_Tenure_Years,Policy_End_Date,Claim_ID,Claim_Type,Incident_Date,Report_Date,Time_to_Report_Days,Prior_Claims_Count,Adjuster_ID,Provider_ID,Weather_Severity_Index,Claim_Amount,Severity_Bucket,Fraud_Flag,Lapse_Label
442,25,Male,Single,61028,Midwest,0.0,100442,Renters,60825,452.04,Yearly,2016-08-29,7,2023-08-28,500442,Liability,2018-10-20,2018-10-30,10,0,1054,2252,0.865310097985932,1707.69,Low,0,0
443,44,Male,Divorced,77953,South,0.2682854812428137,100443,Life,597950,6204.49,Quarterly,2019-10-27,4,2023-10-26,500443,Death,2018-03-17,2018-04-14,28,0,1044,2224,0.0,165707.35,High,0,0
444,44,Male,Widowed,87965,West,0.38067699523140286,100444,Home,607140,9560.62,Yearly,2016-06-06,6,2022-06-05,500444,Liability,2017-11-04,2017-11-27,23,1,1090,2068,0.1172814349198148,71018.93,High,0,0
445,51,Female,Married,99776,South,0.4946509937478584,100445,Life,991475,7174.41,Quarterly,2015-06-21,2,2017-06-20,500445,Critical Illness,2019-09-10,2019-10-06,26,1,1077,2046,0.0,210083.1,High,1,0
446,38,Male,Widowed,61459,South,0.13612345878191778,100446,Renters,106442,779.26,Monthly,2018-06-16,2,2020-06-15,500446,Liability,2019-06-27,2019-07-15,18,1,1024,2200,0.18468219649568696,33934.52,High,0,0
447,47,Male,Married,120932,Northeast,0.6252111913964224,100447,Home,172042,2267.83,Yearly,2019-02-02,9,2028-01-31,500447,Liability,2016-09-14,2016-10-03,19,0,1022,2007,0.7955721434492946,31230.79,High,0,0
448,50,Male,Single,112331,Northeast,0.24490616465590667,100448,Home,647502,8969.43,Yearly,2015-06-13,1,2016-06-12,500448,Liability,2017-01-31,2017-02-16,16,1,1098,2291,0.5910975166557532,183381.78,High,0,0
449,45,Female,Divorced,185761,West,0.2916057394082495,100449,Home,903497,5709.45,Yearly,2019-01-05,6,2025-01-03,500449,Water Damage,2016-04-24,2016-05-09,15,2,1058,2271,0.19182526879011874,131969.17,High,0,1
450,64,Female,Single,97982,West,0.46766932226202285,100450,Auto,103711,1148.73,Monthly,2017-05-10,1,2018-05-10,500450,Liability,2021-05-19,2021-05-30,11,0,1069,2260,0.15757998868984735,18705.87,Medium,0,0
451,50,Male,Divorced,164418,West,0.14384179982500106,100451,Home,873303,13958.36,Monthly,2022-08-25,6,2028-08-23,500451,Fire,2020-11-04,2020-11-05,1,0,1041,2151,0.6761938574415678,225341.13,High,0,1
452,22,Female,Divorced,144773,Northeast,0.3360725227268901,100452,Life,976682,9887.46,Quarterly,2017-10-19,4,2021-10-18,500452,Disability,2016-04-08,2016-04-15,7,0,1062,2092,0.0,66313.19,High,0,0
453,77,Female,Widowed,70517,Midwest,0.6570851660205361,100453,Life,900492,7773.99,Quarterly,2022-06-24,5,2027-06-23,500453,Death,2022-08-24,2022-09-13,20,0,1009,2191,0.0,21395.53,Medium,0,0
454,78,Female,Married,99678,West,0.44833758533075496,100454,Renters,38804,260.57,Quarterly,2016-02-26,4,2020-02-25,500454,Theft,2019-10-01,2019-10-12,11,3,1064,2226,0.28247854375057024,5925.44,Medium,0,0
455,65,Female,Single,142491,Northeast,0.6420798257723901,100455,Renters,147415,1764.54,Monthly,2018-12-19,5,2023-12-18,500455,Theft,2018-10-22,2018-11-02,11,3,1019,2210,0.7831847820460845,49714.55,High,1,0
456,36,Female,Single,102623,Midwest,0.04120090682813183,100456,Home,125918,2405.22,Monthly,2021-04-12,3,2024-04-11,500456,Theft,2018-10-09,2018-10-15,6,1,1002,2161,0.5904793306918152,18321.63,Medium,0,0
457,21,Female,Single,127409,South,0.022828119740774366,100457,Auto,25522,362.69,Yearly,2019-07-23,6,2025-07-21,500457,Liability,2017-03-17,2017-03-30,13,0,1088,2081,0.44414293031898977,1295.15,Low,0,0
458,52,Male,Widowed,78575,Northeast,0.280673376907738,100458,Renters,128416,770.27,Monthly,2021-12-17,1,2022-12-17,500458,Liability,2021-04-23,2021-04-25,2,1,1038,2102,0.15726422538493467,27610.74,High,0,0
459,66,Female,Widowed,138501,West,0.5404354559967699,100459,Life,545240,4839.56,Yearly,2016-09-25,2,2018-09-25,500459,Critical Illness,2018-09-03,2018-09-14,11,1,1046,2277,0.0,14203.26,Medium,0,1
460,34,Female,Widowed,75039,West,0.09847927793144912,100460,Life,157729,2541.12,Yearly,2017-08-27,6,2023-08-26,500460,Critical Illness,2019-10-27,2019-10-28,1,2,1019,2138,0.0,16504.07,Medium,0,0
461,61,Male,Divorced,110260,Midwest,0.48967275533022725,100461,Home,788412,12892.17,Yearly,2016-10-27,9,2025-10-25,500461,Fire,2016-08-10,2016-09-03,24,0,1099,2000,0.8884146972315426,95589.78,High,0,0
462,45,Male,Single,85871,Midwest,0.25901764264781857,100462,Renters,25734,273.71,Monthly,2016-12-26,5,2021-12-25,500462,Theft,2019-09-28,2019-10-01,3,0,1048,2256,0.3673429307089756,4680.37,Low,0,0
463,47,Male,Divorced,150773,Northeast,0.4587883520899191,100463,Life,102901,617.87,Quarterly,2019-08-16,2,2021-08-15,500463,Critical Illness,2021-10-29,2021-11-02,4,0,1031,2271,0.0,26229.31,High,1,0
464,46,Male,Single,192423,Midwest,0.2026758113352607,100464,Home,194248,2535.51,Yearly,2015-04-12,5,2020-04-10,500464,Water Damage,2018-08-27,2018-09-16,20,0,1078,2140,0.9083709374313041,27543.63,High,0,0
465,63,Female,Single,90693,Northeast,0.6912995010306341,100465,Renters,27124,433.67,Monthly,2017-01-04,6,2023-01-03,500465,Liability,2016-10-25,2016-11-20,26,0,1064,2170,0.7717345461176996,7867.89,Medium,0,0
466,70,Female,Married,61433,Midwest,0.42751920012498684,100466,Auto,149939,1495.93,Quarterly,2018-09-22,2,2020-09-21,500466,Collision,2022-09-23,2022-09-29,6,1,1038,2244,0.3179852534348795,16813.92,Medium,0,0
467,23,Female,Single,104797,South,0.18466532924158133,100467,Auto,28371,477.48,Monthly,2019-08-14,7,2026-08-12,500467,Comprehensive,2022-12-12,2022-12-15,3,0,1091,2242,0.2930707811222679,6856.13,Medium,0,0
468,52,Female,Widowed,45804,West,0.7538125988355926,100468,Auto,95158,945.92,Monthly,2022-07-06,8,2030-07-04,500468,Comprehensive,2020-12-01,2020-12-02,1,1,1028,2299,0.03786625543051769,17124.98,Medium,0,0
469,77,Male,Widowed,75101,West,0.7134095563070507,100469,Auto,99965,753.04,Quarterly,2017-10-13,8,2025-10-11,500469,Comprehensive,2017-01-26,2017-02-18,23,1,1031,2045,0.7025183534444627,48281.64,High,0,0
470,58,Female,Widowed,108363,South,0.3569528613782562,100470,Renters,88160,1497.27,Yearly,2017-12-28,6,2023-12-27,500470,Liability,2021-01-02,2021-01-16,14,0,1064,2125,0.9042626998442501,39623.53,High,0,0
471,54,Female,Married,137904,West,0.47767291785404437,100471,Renters,83493,584.87,Yearly,2016-10-14,4,2020-10-13,500471,Theft,2022-06-29,2022-07-19,20,1,1071,2007,0.25277366537206714,1323.26,Low,1,0
472,41,Male,Married,74700,West,0.19539966140785223,100472,Auto,31470,272.66,Yearly,2022-11-12,2,2024-11-11,500472,Liability,2017-05-26,2017-06-12,17,0,1033,2273,0.08747409555647245,2958.74,Low,0,0
473,46,Female,Divorced,144952,West,0.2501876683209334,100473,Life,328450,5846.72,Quarterly,2016-03-18,1,2017-03-18,500473,Critical Illness,2016-12-16,2016-12-19,3,2,1040,2228,0.0,103943.25,High,0,0
474,66,Female,Single,107576,West,0.6728553752079411,100474,Renters,37827,485.82,Quarterly,2019-04-16,8,2027-04-14,500474,Liability,2016-09-05,2016-09-05,0,0,1066,2208,0.5647141289397731,14719.03,Medium,0,0
475,63,Female,Single,49477,South,0.5173310955939048,100475,Home,797075,5829.2,Monthly,2015-06-08,5,2020-06-06,500475,Water Damage,2016-05-16,2016-05-31,15,0,1048,2129,0.5052669057704087,241901.17,High,0,0
476,70,Female,Widowed,46127,Northeast,0.8887109294969648,100476,Life,519870,7400.06,Quarterly,2020-04-11,9,2029-04-09,500476,Critical Illness,2020-03-25,2020-03-31,6,2,1024,2231,0.0,145510.35,High,0,0
477,48,Male,Widowed,56049,West,0.18559651391479418,100477,Life,530812,7319.47,Quarterly,2017-06-30,8,2025-06-28,500477,Disability,2019-07-07,2019-08-03,27,0,1073,2043,0.0,7475.47,Medium,1,0
478,52,Male,Widowed,42473,South,0.4016267992595589,100478,Life,458844,6088.33,Quarterly,2017-03-28,2,2019-03-28,500478,Disability,2016-09-23,2016-10-08,15,1,1015,2288,0.0,61842.56,High,0,0
479,77,Male,Widowed,91836,West,0.834820729978454,100479,Auto,26593,268.81,Yearly,2020-02-29,9,2029-02-26,500479,Liability,2017-06-06,2017-06-18,12,2,1059,2274,0.03868411109344272,7755.57,Medium,0,0
480,50,Male,Widowed,72464,South,0.3852011158504519,100480,Life,128252,1423.6,Monthly,2018-12-03,4,2022-12-02,500480,Disability,2016-09-10,2016-10-03,23,2,1012,2155,0.0,38536.04,High,0,0
481,69,Male,Widowed,43714,South,0.7971368765710753,100481,Renters,131796,2163.29,Monthly,2018-06-04,3,2021-06-03,500481,Theft,2020-12-15,2020-12-27,12,0,1073,2273,0.46700917822120225,71096.4,High,1,0
482,78,Female,Single,90878,Northeast,0.5642836934518033,100482,Life,576616,10894.6,Quarterly,2017-07-21,9,2026-07-19,500482,Critical Illness,2016-08-12,2016-08-30,18,1,1045,2228,0.0,198842.04,High,0,0
483,38,Female,Married,195280,Midwest,0.19249726896606284,100483,Life,830356,11350.45,Monthly,2017-07-02,2,2019-07-02,500483,Death,2019-05-19,2019-06-11,23,5,1096,2148,0.0,132781.59,High,0,0
484,49,Male,Widowed,127481,Northeast,0.3343528164537378,100484,Home,672260,12763.88,Monthly,2015-04-07,6,2021-04-05,500484,Water Damage,2022-11-06,2022-11-17,11,0,1063,2237,0.24041988345970544,36045.46,High,0,0
485,40,Male,Single,71514,Northeast,0.3276243006529995,100485,Home,357293,2728.71,Monthly,2022-05-27,7,2029-05-25,500485,Water Damage,2020-11-03,2020-11-22,19,1,1038,2015,0.08831213963942308,46275.11,High,0,0
486,50,Male,Widowed,126988,West,0.2983893907468277,100486,Renters,38569,360.66,Monthly,2017-03-02,8,2025-02-28,500486,Liability,2016-09-26,2016-10-03,7,1,1069,2134,0.5795014079911233,16818.74,Medium,0,0
487,20,Female,Divorced,35136,South,0.5667903594296012,100487,Life,678603,11901.77,Monthly,2019-06-21,3,2022-06-20,500487,Death,2017-02-21,2017-03-21,28,1,1068,2251,0.0,215665.58,High,0,0
488,35,Male,Divorced,128115,Midwest,0.2536494477283659,100488,Auto,96690,1880.46,Yearly,2018-09-06,2,2020-09-05,500488,Collision,2016-08-16,2016-08-22,6,1,1064,2071,0.6618898539082088,21282.91,Medium,0,0
489,42,Female,Single,61516,South,0.630585787728869,100489,Home,740944,13601.09,Monthly,2018-02-15,2,2020-02-15,500489,Fire,2022-04-09,2022-05-05,26,1,1053,2166,0.8725872107319711,114327.08,High,1,0
490,59,Female,Married,106982,West,0.6844057005612613,100490,Auto,142677,1765.09,Quarterly,2015-10-12,2,2017-10-11,500490,Liability,2016-08-01,2016-08-28,27,0,1091,2074,0.4755022918006071,3880.3,Low,0,0
491,48,Female,Divorced,75099,South,0.790838667295925,100491,Renters,140742,2415.52,Yearly,2018-02-17,7,2025-02-15,500491,Fire,2019-04-22,2019-05-16,24,0,1060,2087,0.45145659377957714,67705.94,High,1,0
492,71,Female,Divorced,120060,West,0.6806421845885036,100492,Renters,86001,689.47,Monthly,2018-12-09,4,2022-12-08,500492,Fire,2020-04-11,2020-05-10,29,3,1003,2081,0.9516701057252085,10630.05,Medium,0,0
493,75,Male,Married,43188,Northeast,0.6294702790351918,100493,Life,527772,5150.68,Quarterly,2022-03-12,7,2029-03-10,500493,Death,2020-07-03,2020-07-21,18,0,1097,2094,0.0,155081.03,High,0,0
494,20,Female,Divorced,141073,Northeast,0.05884936275457531,100494,Renters,130955,2616.29,Yearly,2020-09-17,6,2026-09-16,500494,Fire,2017-01-27,2017-02-04,8,0,1057,2213,0.28027515081173227,10725.46,Medium,0,0
495,57,Female,Widowed,81188,West,0.2324954156874305,100495,Life,998808,7670.3,Yearly,2019-06-26,4,2023-06-25,500495,Critical Illness,2022-12-03,2022-12-28,25,1,1001,2232,0.0,11114.22,Medium,0,0
496,63,Male,Married,154077,Northeast,0.7467189274729652,100496,Auto,24669,213.11,Yearly,2022-08-15,5,2027-08-14,500496,Comprehensive,2020-08-10,2020-08-29,19,0,1091,2110,0.6234996786101387,11570.43,Medium,0,0
497,41,Female,Divorced,35560,South,0.6819525356382447,100497,Auto,84937,1345.62,Monthly,2021-01-05,8,2029-01-03,500497,Comprehensive,2018-08-12,2018-09-03,22,1,1002,2246,0.40217323130674276,32269.41,High,0,0
498,67,Female,Married,138763,Midwest,0.5164650755576795,100498,Home,864713,13002.03,Quarterly,2018-09-18,6,2024-09-16,500498,Fire,2022-09-21,2022-10-10,19,0,1089,2084,0.015122037021944923,146865.11,High,1,0
499,49,Female,Widowed,197469,Midwest,0.37856666572562403,100499,Home,105385,1662.01,Monthly,2015-04-24,3,2018-04-23,500499,Fire,2022-12-30,2023-01-15,16,3,1051,2084,0.6176850399181851,32420.35,High,0,0
500,64,Male,Divorced,153651,South,0.5254721649124823,100500,Life,360459,6939.42,Monthly,2016-04-17,8,2024-04-15,500500,Disability,2016-02-13,2016-02-18,5,0,1071,2285,0.0,112671.69,High,0,0
501,39,Female,Single,68082,Midwest,0.23806980759836815,100501,Auto,62495,424.75,Quarterly,2017-12-05,7,2024-12-03,500501,Collision,2021-01-31,2021-02-15,15,3,1086,2123,0.8588031286747425,22949.45,Medium,0,0
502,40,Female,Divorced,71430,South,0.36995792643979725,100502,Renters,48448,662.18,Monthly,2017-01-01,4,2020-12-31,500502,Fire,2020-04-21,2020-04-28,7,0,1055,2018,0.43564606338812184,1127.18,Low,1,0
503,19,Male,Divorced,70397,West,0.22442044962842164,100503,Auto,112585,997.12,Monthly,2021-07-06,2,2023-07-06,500503,Collision,2021-03-16,2021-04-11,26,2,1082,2290,0.07679998310074998,20744.86,Medium,0,0
504,44,Male,Widowed,159189,Midwest,0.6196352101585043,100504,Home,541526,5910.22,Quarterly,2017-12-23,2,2019-12-23,500504,Water Damage,2020-10-19,2020-10-28,9,1,1057,2032,0.9899059368157241,112171.41,High,0,0
505,59,Female,Single,55247,West,0.5435757374195315,100505,Renters,149850,1478.08,Yearly,2015-06-06,2,2017-06-05,500505,Liability,2022-12-15,2023-01-11,27,0,1066,2212,0.06955967422421594,26540.31,High,0,0
506,19,Female,Single,181015,West,0.21729948946107433,100506,Home,175331,3324.37,Yearly,2016-03-20,2,2018-03-20,500506,Water Damage,2022-12-11,2022-12-20,9,2,1090,2215,0.759516725508479,15461.95,Medium,0,0
507,43,Male,Single,71986,South,0.1921224171712814,100507,Renters,27642,530.6,Yearly,2021-09-09,8,2029-09-07,500507,Fire,2017-02-18,2017-02-26,8,3,1040,2293,0.7372815207462169,1587.34,Low,0,0
508,34,Female,Widowed,74514,Midwest,0.1681981233115431,100508,Auto,49941,622.93,Monthly,2019-11-15,5,2024-11-13,500508,Collision,2019-10-23,2019-10-27,4,0,1076,2014,0.6151183915566343,6727.54,Medium,0,0
509,57,Male,Widowed,173703,Northeast,0.6061037230334626,100509,Home,912979,14545.61,Monthly,2018-11-16,7,2025-11-14,500509,Fire,2016-04-16,2016-04-18,2,1,1054,2029,0.6492132233686826,520551.41,High,0,0
510,50,Female,Widowed,97008,Northeast,0.37829729094770803,100510,Renters,128686,1051.6,Quarterly,2018-07-08,7,2025-07-06,500510,Fire,2021-02-02,2021-02-28,26,0,1039,2018,0.2033553358227277,45761.72,High,1,0
511,26,Male,Widowed,188027,Northeast,0.06665655317780683,100511,Home,697016,7018.88,Monthly,2019-11-23,2,2021-11-22,500511,Water Damage,2021-10-19,2021-11-06,18,1,1035,2199,0.33434402384181416,136251.03,High,0,0
512,60,Female,Widowed,77367,Northeast,0.35058266242994873,100512,Auto,59554,885.77,Quarterly,2021-10-19,8,2029-10-17,500512,Liability,2019-09-06,2019-09-23,17,1,1051,2181,0.9453760893100536,17220.37,Medium,0,0
513,71,Male,Single,191874,South,0.45266714958501797,100513,Home,815491,12303.44,Yearly,2020-09-25,6,2026-09-24,500513,Theft,2022-08-04,2022-08-11,7,0,1092,2246,0.9138490093075722,291243.88,High,0,0
514,65,Male,Married,100408,West,0.655087661993552,100514,Home,444317,8279.6,Quarterly,2016-04-18,8,2024-04-16,500514,Liability,2018-02-27,2018-03-02,3,0,1097,2179,0.2995507463451187,74308.72,High,0,0
515,56,Male,Widowed,73341,Midwest,0.6892050475027391,100515,Life,588681,9605.41,Yearly,2019-04-27,3,2022-04-26,500515,Disability,2017-03-18,2017-03-28,10,0,1064,2024,0.0,232218.4,High,1,0
516,46,Male,Married,174763,South,0.541528174883315,100516,Renters,41940,739.83,Yearly,2021-06-19,3,2024-06-18,500516,Fire,2017-02-24,2017-02-24,0,0,1014,2170,0.017871891848903365,5193.79,Medium,0,1
517,59,Male,Divorced,139786,Northeast,0.36794239108546206,100517,Life,295842,5133.02,Monthly,2017-02-17,3,2020-02-17,500517,Death,2016-02-20,2016-03-10,19,3,1081,2075,0.0,47477.18,High,0,0
518,72,Female,Divorced,34753,Midwest,0.8013117063979414,100518,Renters,145609,1320.57,Monthly,2017-11-09,9,2026-11-07,500518,Theft,2022-09-03,2022-09-27,24,0,1041,2186,0.49460743218440784,24530.3,Medium,0,0
519,43,Female,Widowed,31833,South,0.604528350075838,100519,Life,138695,2386.19,Yearly,2015-07-01,6,2021-06-29,500519,Disability,2016-10-03,2016-10-14,11,1,1009,2093,0.0,19341.4,Medium,0,0
520,52,Male,Divorced,38645,West,0.5155177054699789,100520,Auto,83527,676.16,Yearly,2022-12-13,9,2031-12-11,500520,Liability,2022-08-25,2022-09-15,21,3,1047,2281,0.8886090635449745,51358.65,High,0,0
521,67,Female,Married,145428,Northeast,0.5818599793457075,100521,Life,358263,1859.04,Quarterly,2019-11-22,2,2021-11-21,500521,Critical Illness,2018-03-04,2018-03-29,25,0,1069,2072,0.0,66104.35,High,0,0
522,42,Female,Divorced,125977,Midwest,0.2833521570931434,100522,Life,987382,14057.05,Quarterly,2015-01-07,9,2024-01-05,500522,Disability,2022-06-05,2022-06-25,20,1,1074,2050,0.0,67079.28,High,0,0
523,41,Female,Divorced,70024,Midwest,0.45159160223970385,100523,Renters,43075,450.81,Monthly,2020-10-30,3,2023-10-30,500523,Theft,2017-05-31,2017-06-18,18,1,1020,2270,0.4419214814394199,9983.32,Medium,0,0
524,30,Female,Married,138853,Northeast,0.34990318693426237,100524,Life,845467,12724.4,Yearly,2021-01-14,8,2029-01-12,500524,Critical Illness,2021-09-15,2021-09-15,0,1,1048,2060,0.0,59980.05,High,1,0
525,77,Female,Divorced,170707,West,0.8105259440048875,100525,Renters,143277,1194.14,Monthly,2022-09-14,3,2025-09-13,500525,Fire,2018-11-15,2018-11-21,6,0,1032,2025,0.5025438180566233,18719.72,Medium,0,0
526,75,Female,Widowed,181136,Northeast,0.6746066225074379,100526,Home,752532,6590.6,Quarterly,2022-07-09,4,2026-07-08,500526,Water Damage,2019-12-26,2020-01-19,24,0,1061,2028,0.4496182288956485,205322.16,High,1,0
527,24,Male,Married,39940,West,0.4796004459567342,100527,Auto,65186,1205.51,Monthly,2017-03-18,9,2026-03-16,500527,Collision,2020-09-20,2020-09-21,1,0,1076,2037,0.07394053736056339,16086.89,Medium,0,0
528,74,Female,Married,65169,Midwest,0.526416454904662,100528,Auto,30370,454.7,Yearly,2019-01-31,4,2023-01-30,500528,Liability,2021-05-25,2021-06-11,17,0,1038,2298,0.6290813699070409,9164.37,Medium,0,0
529,53,Female,Single,108647,Northeast,0.5102523915395101,100529,Renters,56438,357.72,Yearly,2019-11-02,6,2025-10-31,500529,Theft,2022-12-18,2023-01-08,21,1,1009,2180,0.602831460471102,23464.98,Medium,0,0
530,62,Female,Single,75200,West,0.5009215923149776,100530,Home,508061,5210.24,Yearly,2015-10-14,7,2022-10-12,500530,Theft,2020-12-26,2021-01-07,12,3,1077,2205,0.39908687540392607,60731.73,High,0,0
531,37,Male,Married,190811,West,0.6044532677968754,100531,Auto,33121,488.66,Yearly,2022-06-13,2,2024-06-12,500531,Collision,2018-01-31,2018-02-16,16,0,1043,2088,0.40182773521498694,1771.02,Low,0,1
532,18,Female,Married,178865,South,0.0,100532,Auto,87771,1382.19,Yearly,2018-09-14,7,2025-09-12,500532,Liability,2018-09-22,2018-10-06,14,2,1080,2131,0.3659798806569795,13478.46,Medium,0,1
533,25,Female,Single,113682,West,0.0,100533,Home,216576,2697.55,Quarterly,2021-12-27,4,2025-12-26,500533,Water Damage,2017-07-17,2017-08-07,21,1,1013,2258,0.4171875020193867,53015.32,High,0,0
534,63,Female,Widowed,63677,Northeast,0.4050695120611118,100534,Life,416596,3657.4,Monthly,2018-07-09,7,2025-07-07,500534,Critical Illness,2016-06-29,2016-07-06,7,0,1064,2025,0.0,55354.1,High,0,0
535,33,Male,Divorced,53022,Northeast,0.07730774522387276,100535,Renters,64156,964.7,Monthly,2022-06-10,3,2025-06-09,500535,Liability,2016-09-04,2016-10-01,27,0,1085,2235,0.473081669821814,13486.23,Medium,0,0
536,31,Female,Divorced,188337,West,0.0,100536,Renters,21665,135.6,Monthly,2016-05-25,1,2017-05-25,500536,Fire,2017-06-06,2017-07-04,28,0,1088,2010,0.5397748592565512,7438.55,Medium,0,0
537,29,Male,Divorced,30530,Northeast,0.32211835388125326,100537,Life,653440,11030.95,Quarterly,2018-05-15,9,2027-05-13,500537,Death,2019-06-30,2019-06-30,0,1,1011,2137,0.0,214752.46,High,0,0
538,68,Female,Married,39551,Midwest,0.6154207548922637,100538,Renters,40942,668.89,Quarterly,2020-09-08,7,2027-09-07,500538,Fire,2022-07-22,2022-08-18,27,2,1034,2132,0.8863930006574138,10557.32,Medium,1,0
539,40,Male,Widowed,58394,Midwest,0.2382830897531386,100539,Home,508811,4739.74,Monthly,2018-06-20,2,2020-06-19,500539,Fire,2020-11-20,2020-11-27,7,3,1076,2242,0.417435891864849,152412.66,High,0,0
540,32,Male,Single,72987,Northeast,0.39471499028751006,100540,Home,833838,4928.94,Monthly,2022-06-24,5,2027-06-23,500540,Theft,2021-10-02,2021-10-22,20,0,1077,2113,0.17247064374220078,165316.97,High,1,0
541,45,Male,Widowed,98096,West,0.5513326980804912,100541,Auto,29691,188.24,Quarterly,2019-07-31,4,2023-07-30,500541,Liability,2020-01-05,2020-02-03,29,0,1026,2237,0.8696327072927151,10600.04,Medium,0,0
542,51,Female,Widowed,114097,Midwest,0.6491218196931334,100542,Life,697005,7945.48,Monthly,2018-08-29,7,2025-08-27,500542,Disability,2019-06-28,2019-07-16,18,2,1052,2127,0.0,163514.35,High,0,0
543,19,Male,Divorced,100639,West,0.0,100543,Home,544092,4219.23,Monthly,2019-07-07,2,2021-07-06,500543,Theft,2022-07-18,2022-07-29,11,2,1036,2264,0.5617166562622876,153993.31,High,0,0
544,49,Male,Single,185162,Northeast,0.5286897437813328,100544,Renters,137789,1591.1,Yearly,2022-10-26,8,2030-10-24,500544,Fire,2022-01-25,2022-02-02,8,1,1078,2125,0.6992750421205568,70689.45,High,0,0
545,40,Male,Widowed,32781,South,0.44699788355935743,100545,Auto,46594,272.91,Quarterly,2018-04-26,7,2025-04-24,500545,Comprehensive,2017-08-19,2017-09-16,28,1,1015,2100,0.2995894376910221,12252.87,Medium,0,0
546,39,Male,Single,47330,Midwest,0.4293335508087805,100546,Home,222381,2589.69,Monthly,2021-03-20,3,2024-03-19,500546,Water Damage,2017-08-26,2017-09-21,26,0,1095,2095,0.6732038435907101,54163.42,High,1,0
547,68,Female,Married,35257,Northeast,0.7220677499501222,100547,Life,965637,17903.48,Quarterly,2016-06-05,6,2022-06-04,500547,Critical Illness,2021-04-07,2021-04-08,1,0,1092,2164,0.0,115047.94,High,0,0
548,42,Female,Divorced,88642,Midwest,0.6719444833754302,100548,Home,530828,8054.91,Monthly,2017-02-24,9,2026-02-22,500548,Fire,2019-06-18,2019-07-09,21,1,1003,2179,0.9916254293483863,75872.96,High,1,0
549,75,Female,Single,81663,West,0.46301373389950173,100549,Auto,21811,130.26,Monthly,2019-09-19,1,2020-09-18,500549,Collision,2022-10-07,2022-10-24,17,2,1074,2254,0.6419678989001996,10160.04,Medium,0,0
550,79,Female,Married,64956,South,0.59840140574228,100550,Renters,133513,836.48,Yearly,2022-06-16,1,2023-06-16,500550,Theft,2019-11-05,2019-11-10,5,2,1029,2037,0.06687093616756001,20173.26,Medium,0,0
551,78,Male,Married,45615,South,0.817862621943358,100551,Life,680980,8590.85,Quarterly,2019-04-02,9,2028-03-30,500551,Disability,2019-04-07,2019-04-11,4,0,1050,2060,0.0,175657.96,High,0,0
552,39,Female,Married,30881,Northeast,0.28137684626945886,100552,Renters,89710,803.35,Yearly,2022-08-06,1,2023-08-06,500552,Theft,2020-02-19,2020-03-16,26,2,1081,2232,0.32343906062226924,14301.43,Medium,0,0
553,75,Male,Widowed,162919,Midwest,0.46804924017103106,100553,Home,244927,2847.18,Yearly,2016-12-13,1,2017-12-13,500553,Fire,2016-02-03,2016-02-07,4,3,1025,2085,0.9699632410293763,81709.34,High,0,0
554,75,Female,Widowed,151265,South,0.8310779426950793,100554,Life,844288,13948.57,Monthly,2021-11-26,2,2023-11-26,500554,Disability,2021-10-21,2021-10-26,5,0,1093,2135,0.0,255925.92,High,0,0
555,39,Female,Divorced,117646,Midwest,0.29916781794366837,100555,Auto,31929,348.0,Quarterly,2021-05-20,3,2024-05-19,500555,Liability,2022-07-30,2022-08-05,6,1,1021,2060,0.44795902642153307,11168.44,Medium,0,0
556,66,Female,Divorced,157148,West,0.5658202333453075,100556,Home,531214,5050.64,Monthly,2018-05-17,4,2022-05-16,500556,Theft,2017-08-15,2017-09-10,26,0,1016,2113,0.21558338331919324,39610.0,High,0,0
557,69,Male,Married,67336,West,0.738273483496897,100557,Auto,20824,383.78,Quarterly,2019-07-22,4,2023-07-21,500557,Comprehensive,2016-08-22,2016-09-04,13,1,1092,2082,0.06619277287677305,6738.97,Medium,0,1
558,59,Female,Divorced,111850,Northeast,0.2953011718296867,100558,Home,256815,4032.92,Yearly,2021-02-22,3,2024-02-22,500558,Water Damage,2018-08-30,2018-09-09,10,0,1059,2298,0.1149372483285841,41061.91,High,0,0
559,23,Female,Widowed,125654,South,0.006914632262334464,100559,Renters,90459,1313.15,Yearly,2015-01-02,8,2022-12-31,500559,Fire,2021-09-08,2021-09-15,7,0,1087,2148,0.24925641658248665,27613.67,High,0,0
560,32,Female,Divorced,52966,South,0.1674048845106389,100560,Auto,128051,778.32,Quarterly,2018-05-29,4,2022-05-28,500560,Comprehensive,2022-04-10,2022-05-05,25,0,1014,2254,0.1599869805557087,26758.72,High,1,0
561,71,Male,Single,41320,Midwest,0.7784912064155183,100561,Renters,82966,1038.17,Quarterly,2018-03-21,9,2027-03-19,500561,Theft,2016-08-11,2016-09-07,27,0,1028,2082,0.9322009999928941,11581.09,Medium,0,0
562,60,Female,Widowed,95125,West,0.5987501243060163,100562,Renters,56978,1049.61,Monthly,2017-05-10,9,2026-05-08,500562,Theft,2020-09-24,2020-09-28,4,1,1088,2286,0.8845189559210891,11475.33,Medium,0,0
563,77,Female,Married,147296,South,0.8885760345787106,100563,Auto,121657,2109.01,Yearly,2019-10-27,4,2023-10-26,500563,Collision,2019-11-09,2019-12-01,22,0,1009,2083,0.41250954394920936,48898.92,High,1,0
